autoDriveSum,autoTurn,autoTimer
0.444293,-0.425187,9.68064
0.444293,-0.425187,9.70079
0.444293,-0.437925,9.72043
0.444293,-0.437925,9.74137
0.444293,-0.437925,9.76262
0.444293,-0.437925,9.7813
0.444293,-0.437925,9.80129
0.444293,-0.437925,9.82042
0.444293,-0.437925,9.84061
0.444293,-0.437925,9.86086
0.444293,-0.437925,9.88137
0.444293,-0.437925,9.90116
0.444293,-0.444293,9.92148
0.444293,-0.495245,9.94087
0.444293,-0.501613,9.96079
0.444293,-0.514351,9.98151
0.444293,-0.514351,10.001
0.444293,-0.641729,10.0215
0.444293,-0.641729,10.0412
0.444293,-0.641729,10.0616
0.444293,-0.648098,10.0813
0.444293,-0.648098,10.1013
0.444293,-0.648098,10.1212
0.444293,-0.648098,10.1412
0.444293,-0.648098,10.1604
0.444293,-0.648098,10.1813
0.444293,-0.648098,10.2011
0.444293,-0.648098,10.2216
0.444293,-0.648098,10.2418
0.444293,-0.648098,10.2609
0.444293,-0.648098,10.281
0.444293,-0.584409,10.3017
0.444293,-0.495245,10.3211
0.444293,-0.355129,10.3414
0.444293,-0.221382,10.361
0.444293,-0.0430537,10.3807
0.444293,-0.0430537,10.4005
0.444293,-0.0430537,10.4205
0.444293,0,10.4418
0.444293,0,10.4621
0.444293,0,10.4806
0.444293,0,10.5012
0.444293,0,10.5214
0.444293,0,10.5418
0.444293,-0.0112092,10.5619
0.444293,-0.0366848,10.5813
0.450662,-0.0621603,10.6025
0.444293,-0.221382,10.6211
0.450662,-0.34876,10.6413
0.450662,-0.425187,10.661
0.450662,-0.495245,10.6806
0.450662,-0.495245,10.7007
0.450662,-0.495245,10.7207
0.450662,-0.495245,10.7415
0.450662,-0.495245,10.7612
0.450662,-0.533458,10.7816
0.450662,-0.552565,10.8017
0.450662,-0.552565,10.8215
0.450662,-0.552565,10.8413
0.450662,-0.558933,10.8619
0.450662,-0.558933,10.8814
0.450662,-0.558933,10.9014
0.450662,-0.558933,10.9211
0.450662,-0.558933,10.9413
0.450662,-0.558933,10.9615
0.450662,-0.558933,10.9813
0.450662,-0.558933,11.0012
0.450662,-0.558933,11.0203
0.450662,-0.558933,11.0416
0.450662,-0.558933,11.0604
0.450662,-0.558933,11.0809
0.450662,-0.558933,11.1007
0.450662,-0.558933,11.1204
0.450662,-0.501613,11.141
0.450662,-0.221382,11.1624
0.450662,-0.113111,11.1821
0.450662,-0.0557914,11.2013
0.450662,-0.0557914,11.2211
0.450662,-0.0494226,11.2421
0.450662,-0.0494226,11.2615
0.450662,-0.0494226,11.2813
0.450662,-0.0494226,11.3005
0.450662,-0.132218,11.3212
0.450662,-0.227751,11.3417
0.457031,-0.29144,11.3617
0.457031,-0.34876,11.3809
0.457031,-0.380605,11.401
0.4634,-0.418818,11.421
0.4634,-0.444293,11.4411
0.4634,-0.450662,11.4615
0.4634,-0.450662,11.4806
0.4634,-0.450662,11.5008
0.476138,-0.482507,11.5215
0.514351,-0.501613,11.5417
0.527089,-0.507982,11.5617
0.533458,-0.507982,11.5812
0.533458,-0.507982,11.6012
0.533458,-0.507982,11.6211
0.533458,-0.482507,11.6417
0.533458,-0.450662,11.6612
0.533458,-0.450662,11.6826
0.533458,-0.450662,11.7011
0.552565,-0.444293,11.7213
0.565302,-0.444293,11.7412
0.565302,-0.444293,11.7605
0.565302,-0.444293,11.7804
0.565302,-0.444293,11.8016
0.565302,-0.444293,11.821
0.565302,-0.444293,11.841
0.565302,-0.444293,11.8608
0.565302,-0.444293,11.8818
0.565302,-0.444293,11.9011
0.565302,-0.444293,11.9204
0.565302,-0.444293,11.9405
0.565302,-0.444293,11.9605
0.552565,-0.444293,11.9824
0.546196,-0.444293,12.0015
0.546196,-0.444293,12.021
0.539827,-0.444293,12.0413
0.539827,-0.469769,12.0611
0.533458,-0.514351,12.0809
0.533458,-0.565302,12.1012
0.527089,-0.622622,12.1209
0.514351,-0.641729,12.1411
0.501613,-0.641729,12.1607
0.488876,-0.641729,12.1813
0.476138,-0.641729,12.2006
0.476138,-0.641729,12.221
0.469769,-0.641729,12.2432
0.469769,-0.641729,12.2614
0.469769,-0.641729,12.2804
0.469769,-0.641729,12.3014
0.4634,-0.641729,12.3212
0.4634,-0.584409,12.3413
0.4634,-0.52072,12.3614
0.4634,-0.501613,12.3815
0.4634,-0.501613,12.4011
0.4634,-0.4634,12.4206
0.4634,-0.34876,12.4427
0.4634,-0.278702,12.4612
0.4634,-0.278702,12.481
0.4634,-0.240489,12.501
0.4634,-0.240489,12.5211
0.4634,-0.240489,12.5412
0.4634,-0.240489,12.5609
0.4634,-0.240489,12.581
0.4634,-0.240489,12.6009
0.4634,-0.272334,12.6209
0.4634,-0.367867,12.6412
0.4634,-0.418818,12.6605
0.4634,-0.482507,12.6807
0.4634,-0.482507,12.7013
0.4634,-0.527089,12.7214
0.4634,-0.527089,12.7429
0.4634,-0.539827,12.7613
0.4634,-0.552565,12.7813
0.4634,-0.552565,12.8009
0.4634,-0.552565,12.8203
0.4634,-0.552565,12.8403
0.4634,-0.558933,12.8612
0.4634,-0.558933,12.8814
0.4634,-0.558933,12.9008
0.4634,-0.558933,12.9211
0.4634,-0.558933,12.9411
0.4634,-0.558933,12.9607
0.4634,-0.558933,12.9818
0.4634,-0.495245,13.0011
0.4634,-0.437925,13.0212
0.4634,-0.310547,13.0408
0.4634,-0.310547,13.0606
0.4634,-0.0494226,13.0807
0.4634,-0.0366848,13.101
0.4634,0,13.1205
0.4634,0,13.1414
0.4634,0,13.1614
0.4634,0,13.1816
0.4634,0,13.2017
0.4634,0,13.2213
0.4634,0,13.2418
0.4634,0,13.2608
0.4634,0,13.2814
0.4634,0,13.3028
0.4634,0,13.3211
0.4634,0,13.341
0.4634,0,13.3603
0.4634,0,13.381
0.4634,0,13.402
0.4634,0,13.4212
0.4634,0,13.4404
0.4634,0,13.4608
0.4634,0.0374872,13.4807
0.4634,0.0374872,13.501
0.4634,0.0374872,13.5213
0.4634,0.0182301,13.5421
0.4634,0.0182301,13.5604
0.4634,0,13.5813
0.4634,0,13.602
0.4634,0,13.621
0.4634,0,13.6411
0.4634,0,13.661
0.4634,0,13.681
0.4634,0,13.7005
0.457031,-0.00484035,13.7209
0.457031,-0.023947,13.741
0.444293,-0.0366848,13.7606
0.437925,-0.0494226,13.7809
0.399711,-0.0621603,13.8011
0.355129,-0.0685292,13.8218
0.29144,-0.132218,13.8408
0.253227,-0.240489,13.8613
0.253227,-0.240489,13.8817
0.240489,-0.304178,13.902
0.240489,-0.355129,13.9217
0.240489,-0.386974,13.9415
0.240489,-0.386974,13.9615
0.240489,-0.386974,13.9807
0.240489,-0.40608,14.0009
0.240489,-0.431556,14.0213
0.240489,-0.444293,14.0413
0.240489,-0.450662,14.0612
0.240489,-0.450662,14.0811
0.240489,-0.450662,14.1012
0.240489,-0.450662,14.1208
0.240489,-0.450662,14.1411
0.240489,-0.450662,14.1607
0.240489,-0.450662,14.1811
0.240489,-0.450662,14.2009
0.240489,-0.450662,14.2208
0.240489,-0.450662,14.2414
0.240489,-0.450662,14.2614
0.240489,-0.450662,14.2809
0.246858,-0.450662,14.3019
0.246858,-0.450662,14.3211
0.246858,-0.450662,14.3404
0.246858,-0.450662,14.3614
0.246858,-0.450662,14.3806
0.246858,-0.450662,14.4008
0.246858,-0.450662,14.4218
0.246858,-0.450662,14.4413
0.246858,-0.450662,14.4613
0.246858,-0.450662,14.4804
0.246858,-0.450662,14.5027
0.246858,-0.450662,14.5215
0.246858,-0.450662,14.5413
0.246858,-0.450662,14.5613
0.246858,-0.450662,14.5811
0.246858,-0.450662,14.601
0.246858,-0.450662,14.6209
0.246858,-0.450662,14.6412
0.246858,-0.450662,14.6606
0.246858,-0.450662,14.6808
0.259596,-0.444293,14.7009
0.259596,-0.444293,14.7208
0.259596,-0.444293,14.7406
0.259596,-0.444293,14.7613
0.259596,-0.444293,14.7809
0.259596,-0.444293,14.8008
0.259596,-0.444293,14.8213
0.259596,-0.444293,14.8413
0.259596,-0.444293,14.8612
0.259596,-0.444293,14.8814
0.259596,-0.444293,14.9014
0.259596,-0.444293,14.9208
0.259596,-0.444293,14.9412
0.259596,-0.444293,14.9612
0.265965,-0.444293,14.9805
0.29144,-0.444293,15.0013
0.297809,-0.412449,15.0208
0.297809,-0.329654,15.0412
0.310547,-0.189538,15.0609
0.310547,-0.0366848,15.0808
0.310547,-0.0366848,15.1006
0.310547,-0.023947,15.1205
0.310547,-0.00484035,15.1408
0.310547,-0.00484035,15.1608
0.310547,-0.00484035,15.1809
0.310547,-0.00484035,15.201
0.329654,-0.00484035,15.2213
0.336022,-0.00484035,15.2414
0.34876,-0.00484035,15.2613
0.34876,-0.00484035,15.2826
0.355129,-0.00484035,15.3013
0.355129,-0.0303159,15.3212
0.361498,-0.0366848,15.3412
0.361498,-0.100374,15.3612
0.367867,-0.183169,15.3816
0.367867,-0.259596,15.401
0.367867,-0.336022,15.4217
0.367867,-0.355129,15.4411
0.367867,-0.355129,15.4605
0.367867,-0.355129,15.4807
0.367867,-0.361498,15.5008
0.367867,-0.380605,15.5207
0.367867,-0.380605,15.5418
0.367867,-0.412449,15.5606
0.367867,-0.425187,15.5813
0.367867,-0.425187,15.6016
0.367867,-0.425187,15.6203
0.367867,-0.425187,15.6408
0.367867,-0.425187,15.6611
0.367867,-0.425187,15.6812
0.367867,-0.425187,15.7008
0.367867,-0.425187,15.721
0.367867,-0.425187,15.7408
0.367867,-0.310547,15.7608
0.367867,-0.106743,15.7812
0.367867,-0.0112092,15.8003
0.367867,-0.0112092,15.8207
0.367867,-0.0112092,15.8405
0.367867,-0.0112092,15.8606
0.374236,-0.0112092,15.8804
0.393342,-0.0112092,15.9005
0.418818,-0.0112092,15.9213
0.425187,-0.0112092,15.9411
0.425187,-0.0112092,15.9618
0.437925,-0.0112092,15.9813
0.437925,-0.0112092,16.0013
0.437925,-0.0112092,16.0216
0.444293,0,16.0413
0.444293,0,16.0614
0.444293,0,16.0807
0.444293,0,16.101
0.444293,0,16.1207
0.450662,0,16.1416
0.450662,0,16.1609
0.450662,0,16.1819
0.457031,0,16.2007
0.457031,0,16.2209
0.457031,0,16.2409
0.457031,0,16.2611
0.457031,0,16.2804
0.457031,0,16.301
0.457031,0.146611,16.3216
0.457031,0.146611,16.341
0.457031,0.21722,16.3613
0.457031,0.262153,16.3809
0.457031,0.28141,16.4013
0.457031,0.300668,16.421
0.457031,0.332763,16.4412
0.457031,0.339182,16.4613
0.457031,0.35202,16.4808
0.457031,0.390534,16.5008
0.457031,0.461143,16.5207
0.457031,0.473982,16.541
0.457031,0.473982,16.5614
0.457031,0.473982,16.5807
0.457031,0.473982,16.6007
0.457031,0.473982,16.6205
0.457031,0.473982,16.6403
0.457031,0.480401,16.6619
0.457031,0.480401,16.6814
0.457031,0.480401,16.7012
0.457031,0.480401,16.7212
0.457031,0.480401,16.7413
0.457031,0.480401,16.761
0.457031,0.480401,16.7811
0.457031,0.480401,16.8011
0.457031,0.480401,16.8211
0.457031,0.480401,16.8414
0.457031,0.480401,16.8607
0.457031,0.480401,16.8808
0.457031,0.480401,16.9005
0.457031,0.480401,16.9219
0.457031,0.480401,16.9406
0.457031,0.480401,16.9608
0.457031,0.480401,16.9814
0.457031,0.480401,17.0005
0.457031,0.480401,17.021
0.457031,0.480401,17.0405
0.457031,0.480401,17.0613
0.457031,0.480401,17.0803
0.457031,0.480401,17.1009
0.457031,0.480401,17.1207
0.457031,0.480401,17.1413
0.457031,0.480401,17.1609
0.457031,0.480401,17.181
0.457031,0.480401,17.2009
0.457031,0.480401,17.2217
0.457031,0.480401,17.2413
0.457031,0.480401,17.261
0.457031,0.480401,17.2816
0.457031,0.480401,17.3007
0.457031,0.480401,17.3205
0.457031,0.480401,17.3409
0.457031,0.480401,17.3604
0.457031,0.480401,17.3805
0.457031,0.480401,17.4008
0.457031,0.480401,17.4215
0.457031,0.480401,17.4414
0.457031,0.480401,17.4616
0.457031,0.480401,17.4817
0.457031,0.480401,17.501
0.457031,0.480401,17.521
0.457031,0.480401,17.5406
0.457031,0.480401,17.5605
0.457031,0.480401,17.5804
0.457031,0.480401,17.6009
0.457031,0.480401,17.6206
0.457031,0.467562,17.6409
0.457031,0.448305,17.6608
0.457031,0.448305,17.6812
0.457031,0.448305,17.7014
0.457031,0.435467,17.7205
0.457031,0.396953,17.7405
0.457031,0.274991,17.7605
0.457031,0.274991,17.7815
0.457031,0.0567443,17.8006
0.457031,0.0567443,17.8204
0.450662,0.00539199,17.8415
0.450662,0.00539199,17.8616
0.450662,0,17.8817
0.450662,0,17.9013
0.450662,0,17.9205
0.450662,0,17.9418
0.450662,0,17.9609
0.450662,0,17.9816
0.450662,0,18.0007
0.450662,0,18.0209
0.450662,0,18.0409
0.450662,-0.0621603,18.0611
0.450662,-0.0940048,18.0811
0.450662,-0.144956,18.1009
0.450662,-0.240489,18.121
0.450662,-0.240489,18.1413
0.450662,-0.259596,18.1615
0.450662,-0.259596,18.1805
0.450662,-0.278702,18.2004
0.450662,-0.310547,18.2216
0.450662,-0.329654,18.2405
0.450662,-0.329654,18.2609
0.450662,-0.329654,18.2815
0.450662,-0.304178,18.3016
0.450662,-0.253227,18.3214
0.450662,-0.164062,18.3413
0.450662,-0.0494226,18.3612
0.450662,-0.0430537,18.3812
0.450662,-0.0430537,18.4011
0.450662,-0.00484035,18.4207
0.450662,-0.00484035,18.4409
0.450662,-0.00484035,18.4605
0.450662,-0.00484035,18.4806
0.450662,-0.00484035,18.5006
0.450662,-0.00484035,18.5209
0.450662,-0.00484035,18.5407
0.450662,-0.00484035,18.5611
0.450662,-0.00484035,18.5808
0.450662,-0.00484035,18.6003
0.450662,-0.00484035,18.6212
0.457031,-0.0175781,18.6413
0.457031,-0.023947,18.6615
0.457031,-0.023947,18.6811
0.457031,-0.023947,18.7011
0.457031,-0.023947,18.7212
0.457031,-0.023947,18.741
0.457031,-0.023947,18.761
0.457031,-0.023947,18.7812
0.457031,-0.023947,18.801
0.457031,-0.023947,18.8212
0.457031,-0.023947,18.8404
0.450662,-0.023947,18.8608
0.450662,-0.023947,18.8811
0.450662,-0.023947,18.9007
0.450662,-0.023947,18.9203
0.450662,-0.023947,18.9406
0.450662,-0.0303159,18.9605
0.450662,-0.0303159,18.9812
